name,tdp
Intel Xeon W-2123,120.0
Intel Xeon W-2125,120.0
Intel Xeon W-2133,140.0
Intel Xeon W-2135,140.0
Intel Xeon W-2140B,120.0
Intel Xeon W-2145,140.0
Intel Xeon W-2150B,120.0
Intel Xeon W-2155,140.0
Intel Xeon W-2170B,140.0
Intel Xeon W-2175,140.0
Intel Xeon W-2191B,140.0
Intel Xeon W-2195,140.0
Intel Xeon W-2223,
Intel Xeon W-2225,
Intel Xeon W-2235,
Intel Xeon W-2245,
Intel Xeon W-2255,
Intel Xeon W-2265,
Intel Xeon W-2275,
Intel Xeon W-2295,
Intel Xeon W-3175X,255.0
Intel Xeon W-3223,
Intel Xeon W-3225,
Intel Xeon W-3235,
Intel Xeon W-3245,
Intel Xeon W-3245M,
Intel Xeon W-3265,
Intel Xeon W-3265M,
Intel Xeon W-3275M,
Intel Xeon W-3323,220.0
Intel Xeon W-3335,250.0
Intel Xeon W-3345,250.0
Intel Xeon W-3365,270.0
Intel Xeon W-3375,270.0
Intel Xeon w3-2423,120.0
Intel Xeon w3-2425,130.0
Intel Xeon w3-2435,165.0
Intel Xeon w5-2445,175.0
Intel Xeon w5-2455X,200.0
Intel Xeon w5-2465X,200.0
Intel Xeon w5-3425,270.0
Intel Xeon w5-3435X,270.0
Intel Xeon w7-2475X,225.0
Intel Xeon w7-2495X,225.0
Intel Xeon w7-3445,270.0
Intel Xeon w7-3455,270.0
Intel Xeon w7-3465X,300.0
Intel Xeon w9-3475X,300.0
Intel Xeon w9-3495X,350.0
